ANO;SIGLA DA UNIDADE DA FEDERACAO;NOME DA UNIDADE DA FEDERACAO;CODIGO DO MUNICIPIO;NOME DO MUNICIPIO;"PRODUTO INTERNO BRUTO, 
A PRECOS CORRENTES
(R$ 1.000)"
2020;MG;MINAS GERAIS;3147501;PASSABEM; 21.852 
2021;MG;MINAS GERAIS;3147501;PASSABEM; 23.595 
2010;MG;MINAS GERAIS;3147907;PASSOS; 1.408.579 
2011;MG;MINAS GERAIS;3147907;PASSOS; 1.631.144 
2012;MG;MINAS GERAIS;3147907;PASSOS; 1.796.300 
2013;MG;MINAS GERAIS;3147907;PASSOS; 1.953.703 
2014;MG;MINAS GERAIS;3147907;PASSOS; 2.082.528 
2015;MG;MINAS GERAIS;3147907;PASSOS; 2.152.572 
2016;MG;MINAS GERAIS;3147907;PASSOS; 2.300.042 
2017;MG;MINAS GERAIS;3147907;PASSOS; 2.387.556 
2018;MG;MINAS GERAIS;3147907;PASSOS; 2.484.485 
2019;MG;MINAS GERAIS;3147907;PASSOS; 2.671.297 
2020;MG;MINAS GERAIS;3147907;PASSOS; 2.618.382 
2021;MG;MINAS GERAIS;3147907;PASSOS; 3.024.709 
2010;MG;MINAS GERAIS;3147956;PATIS; 24.213 
2011;MG;MINAS GERAIS;3147956;PATIS; 27.626 
2012;MG;MINAS GERAIS;3147956;PATIS; 29.815 
2013;MG;MINAS GERAIS;3147956;PATIS; 33.468 
2014;MG;MINAS GERAIS;3147956;PATIS; 36.135 
2015;MG;MINAS GERAIS;3147956;PATIS; 38.326 
2016;MG;MINAS GERAIS;3147956;PATIS; 43.480 
2017;MG;MINAS GERAIS;3147956;PATIS; 44.517 
2018;MG;MINAS GERAIS;3147956;PATIS; 46.310 
2019;MG;MINAS GERAIS;3147956;PATIS; 47.810 
2020;MG;MINAS GERAIS;3147956;PATIS; 51.476 
2021;MG;MINAS GERAIS;3147956;PATIS; 55.018 
2010;MG;MINAS GERAIS;3148004;PATOS DE MINAS; 1.996.955 
2011;MG;MINAS GERAIS;3148004;PATOS DE MINAS; 2.341.902 
2012;MG;MINAS GERAIS;3148004;PATOS DE MINAS; 2.655.514 
2013;MG;MINAS GERAIS;3148004;PATOS DE MINAS; 3.130.926 
2014;MG;MINAS GERAIS;3148004;PATOS DE MINAS; 3.510.975 
2015;MG;MINAS GERAIS;3148004;PATOS DE MINAS; 3.810.486 
2016;MG;MINAS GERAIS;3148004;PATOS DE MINAS; 4.195.265 
2017;MG;MINAS GERAIS;3148004;PATOS DE MINAS; 4.378.909 
2018;MG;MINAS GERAIS;3148004;PATOS DE MINAS; 4.697.187 
2019;MG;MINAS GERAIS;3148004;PATOS DE MINAS; 4.957.415 
2020;MG;MINAS GERAIS;3148004;PATOS DE MINAS; 5.401.454 
2021;MG;MINAS GERAIS;3148004;PATOS DE MINAS; 6.145.130 
2010;MG;MINAS GERAIS;3148103;PATROCINIO; 1.282.275 
2011;MG;MINAS GERAIS;3148103;PATROCINIO; 1.580.783 
2012;MG;MINAS GERAIS;3148103;PATROCINIO; 1.751.532 
2013;MG;MINAS GERAIS;3148103;PATROCINIO; 1.793.248 
2014;MG;MINAS GERAIS;3148103;PATROCINIO; 2.192.815 
2015;MG;MINAS GERAIS;3148103;PATROCINIO; 2.160.227 
2016;MG;MINAS GERAIS;3148103;PATROCINIO; 2.545.724 
2017;MG;MINAS GERAIS;3148103;PATROCINIO; 2.737.824 
2018;MG;MINAS GERAIS;3148103;PATROCINIO; 2.883.802 
2019;MG;MINAS GERAIS;3148103;PATROCINIO; 2.815.310 
2020;MG;MINAS GERAIS;3148103;PATROCINIO; 3.290.515 
2021;MG;MINAS GERAIS;3148103;PATROCINIO; 3.678.404 
2010;MG;MINAS GERAIS;3148202;PATROCINIO DO MURIAE; 40.175 
2011;MG;MINAS GERAIS;3148202;PATROCINIO DO MURIAE; 50.165 
2012;MG;MINAS GERAIS;3148202;PATROCINIO DO MURIAE; 55.022 
2013;MG;MINAS GERAIS;3148202;PATROCINIO DO MURIAE; 79.113 
2014;MG;MINAS GERAIS;3148202;PATROCINIO DO MURIAE; 80.275 
2015;MG;MINAS GERAIS;3148202;PATROCINIO DO MURIAE; 83.738 
2016;MG;MINAS GERAIS;3148202;PATROCINIO DO MURIAE; 70.861 
2017;MG;MINAS GERAIS;3148202;PATROCINIO DO MURIAE; 74.361 
2018;MG;MINAS GERAIS;3148202;PATROCINIO DO MURIAE; 90.678 
2019;MG;MINAS GERAIS;3148202;PATROCINIO DO MURIAE; 100.166 
2020;MG;MINAS GERAIS;3148202;PATROCINIO DO MURIAE; 117.250 
2021;MG;MINAS GERAIS;3148202;PATROCINIO DO MURIAE; 116.065 
2010;MG;MINAS GERAIS;3148301;PAULA CANDIDO; 47.334 
2011;MG;MINAS GERAIS;3148301;PAULA CANDIDO; 66.038 
2012;MG;MINAS GERAIS;3148301;PAULA CANDIDO; 64.389 
2013;MG;MINAS GERAIS;3148301;PAULA CANDIDO; 74.335 
2014;MG;MINAS GERAIS;3148301;PAULA CANDIDO; 77.690 
2015;MG;MINAS GERAIS;3148301;PAULA CANDIDO; 83.294 
2016;MG;MINAS GERAIS;3148301;PAULA CANDIDO; 90.060 
2017;MG;MINAS GERAIS;3148301;PAULA CANDIDO; 95.273 
2018;MG;MINAS GERAIS;3148301;PAULA CANDIDO; 96.813 
2019;MG;MINAS GERAIS;3148301;PAULA CANDIDO; 100.632 
2020;MG;MINAS GERAIS;3148301;PAULA CANDIDO; 115.403 
2021;MG;MINAS GERAIS;3148301;PAULA CANDIDO; 136.815 
2010;MG;MINAS GERAIS;3148400;PAULISTAS; 24.757 
2011;MG;MINAS GERAIS;3148400;PAULISTAS; 27.388 
2012;MG;MINAS GERAIS;3148400;PAULISTAS; 29.855 
2013;MG;MINAS GERAIS;3148400;PAULISTAS; 34.293 
2014;MG;MINAS GERAIS;3148400;PAULISTAS; 37.021 
2015;MG;MINAS GERAIS;3148400;PAULISTAS; 44.959 
2016;MG;MINAS GERAIS;3148400;PAULISTAS; 46.542 
2017;MG;MINAS GERAIS;3148400;PAULISTAS; 43.964 
2018;MG;MINAS GERAIS;3148400;PAULISTAS; 47.820 
2019;MG;MINAS GERAIS;3148400;PAULISTAS; 52.201 
2020;MG;MINAS GERAIS;3148400;PAULISTAS; 60.926 
2021;MG;MINAS GERAIS;3148400;PAULISTAS; 67.350 
2010;MG;MINAS GERAIS;3148509;PAVAO; 42.179 
2011;MG;MINAS GERAIS;3148509;PAVAO; 47.328 
2012;MG;MINAS GERAIS;3148509;PAVAO; 52.248 
2013;MG;MINAS GERAIS;3148509;PAVAO; 63.536 
2014;MG;MINAS GERAIS;3148509;PAVAO; 65.951 
2015;MG;MINAS GERAIS;3148509;PAVAO; 66.592 
2016;MG;MINAS GERAIS;3148509;PAVAO; 69.917 
2017;MG;MINAS GERAIS;3148509;PAVAO; 69.523 
2018;MG;MINAS GERAIS;3148509;PAVAO; 70.961 
2019;MG;MINAS GERAIS;3148509;PAVAO; 74.685 
2020;MG;MINAS GERAIS;3148509;PAVAO; 83.348 
2021;MG;MINAS GERAIS;3148509;PAVAO; 93.078 
2010;MG;MINAS GERAIS;3148608;PECANHA; 101.352 
2011;MG;MINAS GERAIS;3148608;PECANHA; 115.410 
2012;MG;MINAS GERAIS;3148608;PECANHA; 121.172 
2013;MG;MINAS GERAIS;3148608;PECANHA; 164.844 
2014;MG;MINAS GERAIS;3148608;PECANHA; 146.336 
2015;MG;MINAS GERAIS;3148608;PECANHA; 175.328 
2016;MG;MINAS GERAIS;3148608;PECANHA; 174.225 
2017;MG;MINAS GERAIS;3148608;PECANHA; 179.174 
2018;MG;MINAS GERAIS;3148608;PECANHA; 195.375 
2019;MG;MINAS GERAIS;3148608;PECANHA; 211.117 
2020;MG;MINAS GERAIS;3148608;PECANHA; 223.531 
2021;MG;MINAS GERAIS;3148608;PECANHA; 270.148 
2010;MG;MINAS GERAIS;3148707;PEDRA AZUL; 136.505 
2011;MG;MINAS GERAIS;3148707;PEDRA AZUL; 165.728 
2012;MG;MINAS GERAIS;3148707;PEDRA AZUL; 189.679 
2013;MG;MINAS GERAIS;3148707;PEDRA AZUL; 207.572 
2014;MG;MINAS GERAIS;3148707;PEDRA AZUL; 232.209 
2015;MG;MINAS GERAIS;3148707;PEDRA AZUL; 223.678 
2016;MG;MINAS GERAIS;3148707;PEDRA AZUL; 210.337 
2017;MG;MINAS GERAIS;3148707;PEDRA AZUL; 273.042 
2018;MG;MINAS GERAIS;3148707;PEDRA AZUL; 299.114 
2019;MG;MINAS GERAIS;3148707;PEDRA AZUL; 311.932 
2020;MG;MINAS GERAIS;3148707;PEDRA AZUL; 322.278 
2021;MG;MINAS GERAIS;3148707;PEDRA AZUL; 401.448 
2010;MG;MINAS GERAIS;3148756;PEDRA BONITA; 39.328 
2011;MG;MINAS GERAIS;3148756;PEDRA BONITA; 62.341 
2012;MG;MINAS GERAIS;3148756;PEDRA BONITA; 50.622 
2013;MG;MINAS GERAIS;3148756;PEDRA BONITA; 47.965 
2014;MG;MINAS GERAIS;3148756;PEDRA BONITA; 56.886 
2015;MG;MINAS GERAIS;3148756;PEDRA BONITA; 53.042 
2016;MG;MINAS GERAIS;3148756;PEDRA BONITA; 72.512 
2017;MG;MINAS GERAIS;3148756;PEDRA BONITA; 62.333 
2018;MG;MINAS GERAIS;3148756;PEDRA BONITA; 66.386 
2019;MG;MINAS GERAIS;3148756;PEDRA BONITA; 61.171 
2020;MG;MINAS GERAIS;3148756;PEDRA BONITA; 82.849 
2021;MG;MINAS GERAIS;3148756;PEDRA BONITA; 96.477 
2010;MG;MINAS GERAIS;3148806;PEDRA DO ANTA; 15.844 
2011;MG;MINAS GERAIS;3148806;PEDRA DO ANTA; 20.410 
2012;MG;MINAS GERAIS;3148806;PEDRA DO ANTA; 24.787 
2013;MG;MINAS GERAIS;3148806;PEDRA DO ANTA; 28.093 
2014;MG;MINAS GERAIS;3148806;PEDRA DO ANTA; 30.060 
2015;MG;MINAS GERAIS;3148806;PEDRA DO ANTA; 33.244 
2016;MG;MINAS GERAIS;3148806;PEDRA DO ANTA; 33.893 
2017;MG;MINAS GERAIS;3148806;PEDRA DO ANTA; 48.692 
2018;MG;MINAS GERAIS;3148806;PEDRA DO ANTA; 37.853 
2019;MG;MINAS GERAIS;3148806;PEDRA DO ANTA; 40.363 
2020;MG;MINAS GERAIS;3148806;PEDRA DO ANTA; 45.835 
2021;MG;MINAS GERAIS;3148806;PEDRA DO ANTA; 57.727 
2010;MG;MINAS GERAIS;3148905;PEDRA DO INDAIA; 53.968 
2011;MG;MINAS GERAIS;3148905;PEDRA DO INDAIA; 54.705 
2012;MG;MINAS GERAIS;3148905;PEDRA DO INDAIA; 62.485 
2013;MG;MINAS GERAIS;3148905;PEDRA DO INDAIA; 51.284 
2014;MG;MINAS GERAIS;3148905;PEDRA DO INDAIA; 78.761 
2015;MG;MINAS GERAIS;3148905;PEDRA DO INDAIA; 75.750 
2016;MG;MINAS GERAIS;3148905;PEDRA DO INDAIA; 82.985 
2017;MG;MINAS GERAIS;3148905;PEDRA DO INDAIA; 79.388 
2018;MG;MINAS GERAIS;3148905;PEDRA DO INDAIA; 92.103 
2019;MG;MINAS GERAIS;3148905;PEDRA DO INDAIA; 98.273 
2020;MG;MINAS GERAIS;3148905;PEDRA DO INDAIA; 106.681 
2021;MG;MINAS GERAIS;3148905;PEDRA DO INDAIA; 116.154 
2010;MG;MINAS GERAIS;3149002;PEDRA DOURADA; 19.493 
2011;MG;MINAS GERAIS;3149002;PEDRA DOURADA; 22.999 
2012;MG;MINAS GERAIS;3149002;PEDRA DOURADA; 23.308 
2013;MG;MINAS GERAIS;3149002;PEDRA DOURADA; 24.254 
2014;MG;MINAS GERAIS;3149002;PEDRA DOURADA; 27.305 
2015;MG;MINAS GERAIS;3149002;PEDRA DOURADA; 30.003 
2016;MG;MINAS GERAIS;3149002;PEDRA DOURADA; 32.245 
2017;MG;MINAS GERAIS;3149002;PEDRA DOURADA; 34.958 
2018;MG;MINAS GERAIS;3149002;PEDRA DOURADA; 30.457 
2019;MG;MINAS GERAIS;3149002;PEDRA DOURADA; 31.868 
2020;MG;MINAS GERAIS;3149002;PEDRA DOURADA; 36.326 
2021;MG;MINAS GERAIS;3149002;PEDRA DOURADA; 42.293 
2010;MG;MINAS GERAIS;3149101;PEDRALVA; 76.794 
2011;MG;MINAS GERAIS;3149101;PEDRALVA; 102.126 
2012;MG;MINAS GERAIS;3149101;PEDRALVA; 108.170 
2013;MG;MINAS GERAIS;3149101;PEDRALVA; 103.404 
2014;MG;MINAS GERAIS;3149101;PEDRALVA; 122.550 
2015;MG;MINAS GERAIS;3149101;PEDRALVA; 123.808 
2016;MG;MINAS GERAIS;3149101;PEDRALVA; 151.727 
2017;MG;MINAS GERAIS;3149101;PEDRALVA; 129.793 
2018;MG;MINAS GERAIS;3149101;PEDRALVA; 131.059 
2019;MG;MINAS GERAIS;3149101;PEDRALVA; 130.219 
2020;MG;MINAS GERAIS;3149101;PEDRALVA; 146.715 
2021;MG;MINAS GERAIS;3149101;PEDRALVA; 182.678 
2010;MG;MINAS GERAIS;3149150;PEDRAS DE MARIA DA CRUZ; 40.952 
2011;MG;MINAS GERAIS;3149150;PEDRAS DE MARIA DA CRUZ; 47.440 
2012;MG;MINAS GERAIS;3149150;PEDRAS DE MARIA DA CRUZ; 52.402 
2013;MG;MINAS GERAIS;3149150;PEDRAS DE MARIA DA CRUZ; 62.888 
2014;MG;MINAS GERAIS;3149150;PEDRAS DE MARIA DA CRUZ; 67.521 
2015;MG;MINAS GERAIS;3149150;PEDRAS DE MARIA DA CRUZ; 72.879 
2016;MG;MINAS GERAIS;3149150;PEDRAS DE MARIA DA CRUZ; 79.980 
2017;MG;MINAS GERAIS;3149150;PEDRAS DE MARIA DA CRUZ; 84.538 
2018;MG;MINAS GERAIS;3149150;PEDRAS DE MARIA DA CRUZ; 82.823 
2019;MG;MINAS GERAIS;3149150;PEDRAS DE MARIA DA CRUZ; 92.108 
2020;MG;MINAS GERAIS;3149150;PEDRAS DE MARIA DA CRUZ; 98.406 
2021;MG;MINAS GERAIS;3149150;PEDRAS DE MARIA DA CRUZ; 109.590 
2010;MG;MINAS GERAIS;3149200;PEDRINOPOLIS; 54.035 
2011;MG;MINAS GERAIS;3149200;PEDRINOPOLIS; 64.895 
2012;MG;MINAS GERAIS;3149200;PEDRINOPOLIS; 73.710 
2013;MG;MINAS GERAIS;3149200;PEDRINOPOLIS; 80.620 
2014;MG;MINAS GERAIS;3149200;PEDRINOPOLIS; 79.557 
2015;MG;MINAS GERAIS;3149200;PEDRINOPOLIS; 88.420 
2016;MG;MINAS GERAIS;3149200;PEDRINOPOLIS; 121.124 
2017;MG;MINAS GERAIS;3149200;PEDRINOPOLIS; 106.528 
2018;MG;MINAS GERAIS;3149200;PEDRINOPOLIS; 115.847 
2019;MG;MINAS GERAIS;3149200;PEDRINOPOLIS; 124.966 
2020;MG;MINAS GERAIS;3149200;PEDRINOPOLIS; 155.222 
2021;MG;MINAS GERAIS;3149200;PEDRINOPOLIS; 204.115 
2010;MG;MINAS GERAIS;3149309;PEDRO LEOPOLDO; 1.134.938 
2011;MG;MINAS GERAIS;3149309;PEDRO LEOPOLDO; 1.373.609 
2012;MG;MINAS GERAIS;3149309;PEDRO LEOPOLDO; 1.480.295 
2013;MG;MINAS GERAIS;3149309;PEDRO LEOPOLDO; 1.599.991 
2014;MG;MINAS GERAIS;3149309;PEDRO LEOPOLDO; 1.582.456 
2015;MG;MINAS GERAIS;3149309;PEDRO LEOPOLDO; 1.497.084 
2016;MG;MINAS GERAIS;3149309;PEDRO LEOPOLDO; 1.427.215 
2017;MG;MINAS GERAIS;3149309;PEDRO LEOPOLDO; 1.437.510 
2018;MG;MINAS GERAIS;3149309;PEDRO LEOPOLDO; 1.424.081 
2019;MG;MINAS GERAIS;3149309;PEDRO LEOPOLDO; 1.532.542 
2020;MG;MINAS GERAIS;3149309;PEDRO LEOPOLDO; 1.651.762 
2021;MG;MINAS GERAIS;3149309;PEDRO LEOPOLDO; 1.939.056 
2010;MG;MINAS GERAIS;3149408;PEDRO TEIXEIRA; 11.927 
2011;MG;MINAS GERAIS;3149408;PEDRO TEIXEIRA; 13.483 
2012;MG;MINAS GERAIS;3149408;PEDRO TEIXEIRA; 15.099 
2013;MG;MINAS GERAIS;3149408;PEDRO TEIXEIRA; 18.792 
2014;MG;MINAS GERAIS;3149408;PEDRO TEIXEIRA; 20.305 
2015;MG;MINAS GERAIS;3149408;PEDRO TEIXEIRA; 20.329 
2016;MG;MINAS GERAIS;3149408;PEDRO TEIXEIRA; 22.386 
2017;MG;MINAS GERAIS;3149408;PEDRO TEIXEIRA; 21.377 
2018;MG;MINAS GERAIS;3149408;PEDRO TEIXEIRA; 22.265 
2019;MG;MINAS GERAIS;3149408;PEDRO TEIXEIRA; 22.934 
2020;MG;MINAS GERAIS;3149408;PEDRO TEIXEIRA; 26.480 
2021;MG;MINAS GERAIS;3149408;PEDRO TEIXEIRA; 30.268 
2010;MG;MINAS GERAIS;3149507;PEQUERI; 24.089 
2011;MG;MINAS GERAIS;3149507;PEQUERI; 29.527 
2012;MG;MINAS GERAIS;3149507;PEQUERI; 33.027 
2013;MG;MINAS GERAIS;3149507;PEQUERI; 33.445 
2014;MG;MINAS GERAIS;3149507;PEQUERI; 37.055 
2015;MG;MINAS GERAIS;3149507;PEQUERI; 39.783 
2016;MG;MINAS GERAIS;3149507;PEQUERI; 41.638 
2017;MG;MINAS GERAIS;3149507;PEQUERI; 42.885 
2018;MG;MINAS GERAIS;3149507;PEQUERI; 43.052 
2019;MG;MINAS GERAIS;3149507;PEQUERI; 48.158 
2020;MG;MINAS GERAIS;3149507;PEQUERI; 50.739 
2021;MG;MINAS GERAIS;3149507;PEQUERI; 62.540 
2010;MG;MINAS GERAIS;3149606;PEQUI; 30.898 
2011;MG;MINAS GERAIS;3149606;PEQUI; 35.980 
2012;MG;MINAS GERAIS;3149606;PEQUI; 38.344 
2013;MG;MINAS GERAIS;3149606;PEQUI; 50.535 
2014;MG;MINAS GERAIS;3149606;PEQUI; 54.336 
2015;MG;MINAS GERAIS;3149606;PEQUI; 54.550 
2016;MG;MINAS GERAIS;3149606;PEQUI; 56.991 
2017;MG;MINAS GERAIS;3149606;PEQUI; 60.366 
2018;MG;MINAS GERAIS;3149606;PEQUI; 59.871 
2019;MG;MINAS GERAIS;3149606;PEQUI; 64.544 
2020;MG;MINAS GERAIS;3149606;PEQUI; 77.816 
2021;MG;MINAS GERAIS;3149606;PEQUI; 85.506 
2010;MG;MINAS GERAIS;3149705;PERDIGAO; 75.570 
2011;MG;MINAS GERAIS;3149705;PERDIGAO; 83.881 
2012;MG;MINAS GERAIS;3149705;PERDIGAO; 100.383 
2013;MG;MINAS GERAIS;3149705;PERDIGAO; 118.672 
2014;MG;MINAS GERAIS;3149705;PERDIGAO; 133.659 
2015;MG;MINAS GERAIS;3149705;PERDIGAO; 148.518 
2016;MG;MINAS GERAIS;3149705;PERDIGAO; 160.201 
2017;MG;MINAS GERAIS;3149705;PERDIGAO; 214.033 
2018;MG;MINAS GERAIS;3149705;PERDIGAO; 198.774 
2019;MG;MINAS GERAIS;3149705;PERDIGAO; 237.567 
2020;MG;MINAS GERAIS;3149705;PERDIGAO; 215.069 
2021;MG;MINAS GERAIS;3149705;PERDIGAO; 227.190 
2010;MG;MINAS GERAIS;3149804;PERDIZES; 324.858 
2011;MG;MINAS GERAIS;3149804;PERDIZES; 511.608 
2012;MG;MINAS GERAIS;3149804;PERDIZES; 514.115 
2013;MG;MINAS GERAIS;3149804;PERDIZES; 526.157 
2014;MG;MINAS GERAIS;3149804;PERDIZES; 488.460 
2015;MG;MINAS GERAIS;3149804;PERDIZES; 509.383 
2016;MG;MINAS GERAIS;3149804;PERDIZES; 660.958 
2017;MG;MINAS GERAIS;3149804;PERDIZES; 600.359 
2018;MG;MINAS GERAIS;3149804;PERDIZES; 677.517 
2019;MG;MINAS GERAIS;3149804;PERDIZES; 857.593 
2020;MG;MINAS GERAIS;3149804;PERDIZES; 1.273.680 
2021;MG;MINAS GERAIS;3149804;PERDIZES; 1.629.092 
2010;MG;MINAS GERAIS;3149903;PERDOES; 275.999 
2011;MG;MINAS GERAIS;3149903;PERDOES; 334.597 
2012;MG;MINAS GERAIS;3149903;PERDOES; 316.655 
2013;MG;MINAS GERAIS;3149903;PERDOES; 343.789 
2014;MG;MINAS GERAIS;3149903;PERDOES; 361.580 
2015;MG;MINAS GERAIS;3149903;PERDOES; 357.668 
2016;MG;MINAS GERAIS;3149903;PERDOES; 518.401 
2017;MG;MINAS GERAIS;3149903;PERDOES; 478.433 
2018;MG;MINAS GERAIS;3149903;PERDOES; 490.763 
2019;MG;MINAS GERAIS;3149903;PERDOES; 522.500 
2020;MG;MINAS GERAIS;3149903;PERDOES; 579.939 
2021;MG;MINAS GERAIS;3149903;PERDOES; 627.041 
2010;MG;MINAS GERAIS;3149952;PERIQUITO; 47.412 
2011;MG;MINAS GERAIS;3149952;PERIQUITO; 48.932 
2012;MG;MINAS GERAIS;3149952;PERIQUITO; 62.732 
2013;MG;MINAS GERAIS;3149952;PERIQUITO; 73.237 
2014;MG;MINAS GERAIS;3149952;PERIQUITO; 75.013 
2015;MG;MINAS GERAIS;3149952;PERIQUITO; 80.054 
2016;MG;MINAS GERAIS;3149952;PERIQUITO; 81.198 
2017;MG;MINAS GERAIS;3149952;PERIQUITO; 72.610 
2018;MG;MINAS GERAIS;3149952;PERIQUITO; 88.954 
2019;MG;MINAS GERAIS;3149952;PERIQUITO; 99.666 
2020;MG;MINAS GERAIS;3149952;PERIQUITO; 99.485 
2021;MG;MINAS GERAIS;3149952;PERIQUITO; 111.678 
2010;MG;MINAS GERAIS;3150000;PESCADOR; 24.065 
2011;MG;MINAS GERAIS;3150000;PESCADOR; 26.858 
2012;MG;MINAS GERAIS;3150000;PESCADOR; 27.991 
2013;MG;MINAS GERAIS;3150000;PESCADOR; 32.710 
2014;MG;MINAS GERAIS;3150000;PESCADOR; 35.225 
2015;MG;MINAS GERAIS;3150000;PESCADOR; 38.135 
2016;MG;MINAS GERAIS;3150000;PESCADOR; 40.976 
2017;MG;MINAS GERAIS;3150000;PESCADOR; 38.631 
2018;MG;MINAS GERAIS;3150000;PESCADOR; 38.990 
2019;MG;MINAS GERAIS;3150000;PESCADOR; 40.169 
2020;MG;MINAS GERAIS;3150000;PESCADOR; 43.911 
2021;MG;MINAS GERAIS;3150000;PESCADOR; 47.101 
2010;MG;MINAS GERAIS;3150109;PIAU; 28.535 
2011;MG;MINAS GERAIS;3150109;PIAU; 36.992 
2012;MG;MINAS GERAIS;3150109;PIAU; 33.463 
2013;MG;MINAS GERAIS;3150109;PIAU; 40.168 
2014;MG;MINAS GERAIS;3150109;PIAU; 41.911 
2015;MG;MINAS GERAIS;3150109;PIAU; 54.701 
2016;MG;MINAS GERAIS;3150109;PIAU; 59.477 
2017;MG;MINAS GERAIS;3150109;PIAU; 46.516 
2018;MG;MINAS GERAIS;3150109;PIAU; 78.016 
2019;MG;MINAS GERAIS;3150109;PIAU; 68.578 
2020;MG;MINAS GERAIS;3150109;PIAU; 71.216 
2021;MG;MINAS GERAIS;3150109;PIAU; 92.672 
2010;MG;MINAS GERAIS;3150158;PIEDADE DE CARATINGA; 44.216 
2011;MG;MINAS GERAIS;3150158;PIEDADE DE CARATINGA; 50.179 
2012;MG;MINAS GERAIS;3150158;PIEDADE DE CARATINGA; 55.121 
2013;MG;MINAS GERAIS;3150158;PIEDADE DE CARATINGA; 56.840 
2014;MG;MINAS GERAIS;3150158;PIEDADE DE CARATINGA; 70.274 
2015;MG;MINAS GERAIS;3150158;PIEDADE DE CARATINGA; 78.642 
2016;MG;MINAS GERAIS;3150158;PIEDADE DE CARATINGA; 89.502 
2017;MG;MINAS GERAIS;3150158;PIEDADE DE CARATINGA; 88.779 
2018;MG;MINAS GERAIS;3150158;PIEDADE DE CARATINGA; 89.551 
2019;MG;MINAS GERAIS;3150158;PIEDADE DE CARATINGA; 101.866 
2020;MG;MINAS GERAIS;3150158;PIEDADE DE CARATINGA; 113.557 
2021;MG;MINAS GERAIS;3150158;PIEDADE DE CARATINGA; 140.778 
2010;MG;MINAS GERAIS;3150208;PIEDADE DE PONTE NOVA; 25.945 
2011;MG;MINAS GERAIS;3150208;PIEDADE DE PONTE NOVA; 36.753 
2012;MG;MINAS GERAIS;3150208;PIEDADE DE PONTE NOVA; 38.386 
2013;MG;MINAS GERAIS;3150208;PIEDADE DE PONTE NOVA; 40.327 
2014;MG;MINAS GERAIS;3150208;PIEDADE DE PONTE NOVA; 42.115 
2015;MG;MINAS GERAIS;3150208;PIEDADE DE PONTE NOVA; 41.875 
2016;MG;MINAS GERAIS;3150208;PIEDADE DE PONTE NOVA; 43.732 
2017;MG;MINAS GERAIS;3150208;PIEDADE DE PONTE NOVA; 49.994 
2018;MG;MINAS GERAIS;3150208;PIEDADE DE PONTE NOVA; 49.681 
2019;MG;MINAS GERAIS;3150208;PIEDADE DE PONTE NOVA; 52.751 
2020;MG;MINAS GERAIS;3150208;PIEDADE DE PONTE NOVA; 59.321 
2021;MG;MINAS GERAIS;3150208;PIEDADE DE PONTE NOVA; 62.735 
2010;MG;MINAS GERAIS;3150307;PIEDADE DO RIO GRANDE; 114.650 
2011;MG;MINAS GERAIS;3150307;PIEDADE DO RIO GRANDE; 131.605 
2012;MG;MINAS GERAIS;3150307;PIEDADE DO RIO GRANDE; 102.619 
2013;MG;MINAS GERAIS;3150307;PIEDADE DO RIO GRANDE; 129.242 
2014;MG;MINAS GERAIS;3150307;PIEDADE DO RIO GRANDE; 75.318 
2015;MG;MINAS GERAIS;3150307;PIEDADE DO RIO GRANDE; 66.950 
2016;MG;MINAS GERAIS;3150307;PIEDADE DO RIO GRANDE; 97.244 
2017;MG;MINAS GERAIS;3150307;PIEDADE DO RIO GRANDE; 73.776 
2018;MG;MINAS GERAIS;3150307;PIEDADE DO RIO GRANDE; 65.464 
2019;MG;MINAS GERAIS;3150307;PIEDADE DO RIO GRANDE; 78.856 
2020;MG;MINAS GERAIS;3150307;PIEDADE DO RIO GRANDE; 91.755 
2021;MG;MINAS GERAIS;3150307;PIEDADE DO RIO GRANDE; 110.401 
2010;MG;MINAS GERAIS;3150406;PIEDADE DOS GERAIS; 27.072 
2011;MG;MINAS GERAIS;3150406;PIEDADE DOS GERAIS; 32.427 
2012;MG;MINAS GERAIS;3150406;PIEDADE DOS GERAIS; 36.687 
2013;MG;MINAS GERAIS;3150406;PIEDADE DOS GERAIS; 42.747 
2014;MG;MINAS GERAIS;3150406;PIEDADE DOS GERAIS; 44.539 
2015;MG;MINAS GERAIS;3150406;PIEDADE DOS GERAIS; 56.757 
2016;MG;MINAS GERAIS;3150406;PIEDADE DOS GERAIS; 67.391 
2017;MG;MINAS GERAIS;3150406;PIEDADE DOS GERAIS; 62.143 
2018;MG;MINAS GERAIS;3150406;PIEDADE DOS GERAIS; 64.599 
2019;MG;MINAS GERAIS;3150406;PIEDADE DOS GERAIS; 64.362 
2020;MG;MINAS GERAIS;3150406;PIEDADE DOS GERAIS; 81.453 
2021;MG;MINAS GERAIS;3150406;PIEDADE DOS GERAIS; 89.821 
2010;MG;MINAS GERAIS;3150505;PIMENTA; 83.991 
2011;MG;MINAS GERAIS;3150505;PIMENTA; 103.466 
2012;MG;MINAS GERAIS;3150505;PIMENTA; 108.456 
2013;MG;MINAS GERAIS;3150505;PIMENTA; 137.018 
2014;MG;MINAS GERAIS;3150505;PIMENTA; 146.525 
2015;MG;MINAS GERAIS;3150505;PIMENTA; 154.003 
